iter	Passed	Remaining
271	376	1007
272	377	1006
273	379	1005
274	380	1003
275	382	1002
276	383	1001
277	385	1000
278	386	998
279	387	997
280	388	995
281	390	993
282	391	992
283	392	990
284	394	989
285	396	988
286	397	987
287	398	986
288	400	984
289	401	983
290	403	982
291	404	980
292	405	979
293	407	978
294	408	976
295	409	975
296	411	974
297	412	972
298	414	971
299	415	969
300	417	968
301	418	967
302	419	965
303	421	964
304	422	963
305	424	962
306	426	962
307	428	962
308	429	961
309	431	959
310	432	958
311	434	957
312	435	955
313	436	954
314	438	953
315	439	951
316	441	950
317	442	948
318	443	947
319	444	945
320	446	943
321	447	942
322	448	940
323	449	938
324	451	937
325	452	935
326	454	934
327	455	933
328	456	931
329	458	930
330	459	928
331	460	927
332	462	925
333	463	924
334	464	922
335	466	921
336	467	919
337	481	943
338	483	943
339	485	942
340	487	942
341	489	941
342	490	940
343	492	939
344	494	938
345	495	937
346	497	935
347	498	934
348	500	933
349	502	933
350	504	932
351	505	931
352	507	929
353	508	928
354	510	927
355	512	927
356	514	926
357	516	926
358	518	926
359	520	925
360	521	923
361	523	922
362	525	921
363	526	920
364	528	918
365	530	918
366	532	918
367	534	917
368	536	917
369	538	916
370	539	915
371	541	914
372	543	913
373	545	912
374	547	912
375	549	911
376	551	910
377	552	909
378	554	908
379	556	907
380	557	906
381	559	904
382	561	904
383	563	903
384	564	902
385	566	901
386	568	900
387	570	899
388	571	898
389	573	896
390	575	895
391	577	895
392	578	894
393	580	893
394	582	891
395	584	890
396	585	890
397	587	888
398	589	887
399	590	886
400	592	885
401	594	884
402	595	882
403	597	880
404	598	879
405	599	877
406	601	876
407	602	874
408	604	873
409	606	872
410	607	870
411	608	869
412	610	867
413	611	865
414	613	864
415	614	862
416	616	861
417	617	859
418	618	858
419	620	856
420	622	855
421	623	853
422	624	852
423	625	850
424	627	848
425	628	847
426	629	845
427	631	843
428	632	841
429	633	840
430	635	838
431	636	837
432	638	835
433	639	834
434	640	832
435	642	830
436	643	829
437	644	827
438	646	826
439	647	824
440	649	823
441	650	821
442	652	819
443	653	818
444	654	816
445	656	815
446	657	814
447	659	812
448	660	810
449	662	809
450	663	808
451	665	806
452	667	805
453	668	804
454	670	802
455	671	801
456	673	799
457	674	798
458	676	796
459	677	795
460	678	793
461	680	792
462	682	791
463	683	790
464	685	788
465	686	787
466	688	785
467	689	783
468	691	782
469	692	780
470	693	779
471	695	778
472	696	776
473	698	774
474	699	773
475	700	771
476	702	770
477	703	768
478	705	766
479	706	765
480	708	764
481	709	762
482	711	761
483	712	759
484	714	758
485	715	756
486	717	755
487	718	753
488	719	752
489	721	750
490	722	749
491	724	747
492	725	746
493	727	744
494	728	743
495	730	741
496	731	740
497	732	738
498	734	737
499	735	735
500	736	734
501	738	732
502	739	730
503	741	729
504	742	727
505	744	726
506	745	724
507	746	723
508	748	721
509	749	719
510	750	718
511	752	716
512	753	715
513	754	713
514	756	712
515	757	710
516	759	709
517	760	707
518	761	706
519	763	704
520	764	703
521	766	701
522	767	700
523	769	698
524	770	697
525	772	696
526	774	694
527	775	693
528	776	691
529	778	690
530	779	688
531	780	686
532	782	685
533	784	684
534	785	682
535	787	681
536	788	679
537	790	678
538	791	676
539	792	675
540	794	673
541	796	672
542	797	671
543	799	669
544	800	668
545	801	666
546	803	665
547	805	664
548	806	662
549	807	660
550	809	659
551	810	657
552	812	656
553	813	654
554	814	653
555	816	651
556	818	650
557	819	649
558	821	647
559	823	646
560	824	645
561	826	644
562	827	642
563	829	641
564	830	639
565	832	638
566	833	636
567	835	635
568	837	634
569	838	632
570	839	631
571	841	629
572	843	628
573	845	627
574	846	625
575	848	624
576	849	622
577	851	621
578	852	619
579	853	618
580	855	617
581	857	615
582	858	614
583	860	612
584	861	611
585	863	610
586	865	608
587	866	607
588	867	605
589	869	604
590	871	602
591	873	601
592	874	600
593	877	599
594	879	598
595	880	596
596	881	595
597	883	593
598	884	592
599	886	590
600	887	589
601	898	594
602	900	592
603	901	591
604	903	589
605	904	588
606	905	586
607	906	584
608	908	583
609	909	581
610	911	580
611	912	578
612	914	577
613	915	575
614	916	573
615	918	572
616	919	570
617	921	569
618	922	567
619	924	566
620	925	564
621	926	563
622	928	561
623	930	560
624	931	559
625	933	557
626	934	556
627	936	554
628	937	553
629	939	551
630	940	550
631	941	548
632	943	546
633	944	545
634	945	543
635	947	542
636	948	540
637	950	539
638	951	537
639	953	536
640	954	534
641	956	533
642	957	531
643	959	530
644	960	528
645	962	527
646	963	525
647	964	524
648	966	522
649	967	521
650	969	519
651	970	518
652	973	517
653	975	515
654	976	514
655	978	513
656	979	511
657	981	510
658	982	508
659	984	507
660	986	505
661	987	504
662	988	502
663	990	501
664	991	499
665	993	498
666	994	496
667	996	495
668	997	493
669	999	492
670	1001	490
671	1002	489
672	1004	487
673	1005	486
674	1006	484
675	1008	483
676	1009	481
677	1011	480
678	1012	478
679	1014	477
680	1015	475
681	1017	474
682	1018	472
683	1020	471
684	1021	469
685	1022	468
686	1024	466
687	1025	465
688	1026	463
689	1028	462
690	1030	460
691	1031	459
692	1033	457
693	1034	456
694	1036	454
695	1037	453
696	1039	451
697	1040	450
698	1041	448
699	1043	447
700	1044	445
701	1046	444
702	1047	442
703	1049	441
704	1050	439
705	1052	438
706	1053	436
707	1054	435
708	1056	433
709	1057	432
710	1059	430
711	1060	429
712	1062	427
713	1063	426
714	1065	424
715	1066	423
716	1068	421
717	1069	420
718	1071	418
719	1073	417
720	1074	415
721	1076	414
722	1077	412
723	1079	411
724	1080	409
725	1081	408
726	1083	406
727	1085	405
728	1086	403
729	1087	402
730	1089	400
731	1090	399
732	1092	397
733	1093	396
734	1094	394
735	1096	393
736	1097	391
737	1099	390
738	1101	388
739	1102	387
740	1104	386
741	1106	384
742	1107	383
743	1109	381
744	1110	380
745	1112	378
746	1113	377
747	1115	375
748	1117	374
749	1119	373
750	1121	371
751	1122	370
752	1124	368
753	1126	367
754	1127	365
755	1128	364
756	1130	362
757	1131	361
758	1133	359
759	1135	358
760	1136	357
761	1138	355
762	1139	353
763	1140	352
764	1142	350
765	1143	349
766	1145	347
767	1146	346
768	1148	344
769	1149	343
770	1151	341
771	1152	340
772	1154	338
773	1155	337
774	1157	336
775	1158	334
776	1160	333
777	1161	331
778	1163	330
779	1165	328
780	1166	327
781	1168	325
782	1169	324
783	1170	322
784	1172	321
785	1173	319
786	1175	318
787	1176	316
788	1178	315
789	1179	313
790	1182	312
791	1183	310
792	1185	309
793	1186	307
794	1188	306
795	1190	304
796	1191	303
797	1193	302
798	1194	300
799	1196	299
800	1197	297
801	1199	296
802	1200	294
803	1201	292
804	1203	291
805	1204	289
806	1206	288
807	1207	287
808	1209	285
809	1210	284
810	1212	282
811	1214	281
812	1215	279
813	1217	278
814	1218	276
815	1220	275
816	1221	273
817	1223	272
818	1224	270
819	1226	269
820	1227	267
821	1229	266
822	1230	264
823	1231	263
824	1233	261
825	1234	260
826	1236	258
827	1237	257
828	1239	255
829	1240	254
830	1242	252
831	1244	251
832	1245	249
833	1247	248
834	1248	246
835	1249	245
836	1251	243
837	1252	242
838	1254	240
839	1255	239
840	1257	237
841	1258	236
842	1260	234
843	1261	233
844	1263	231
845	1264	230
846	1266	228
847	1267	227
848	1269	225
849	1270	224
850	1272	222
851	1273	221
852	1275	219
853	1276	218
854	1277	216
855	1279	215
856	1280	213
857	1282	212
858	1283	210
859	1285	209
860	1286	207
861	1288	206
862	1290	204
863	1291	203
864	1293	201
865	1294	200
866	1296	198
867	1297	197
868	1299	195
869	1301	194
870	1302	192
871	1304	191
872	1305	189
873	1307	188
874	1308	186
875	1310	185
876	1312	184
877	1313	182
878	1314	180
879	1316	179
880	1317	177
881	1318	176
882	1320	174
883	1321	173
884	1323	171
885	1324	170
886	1325	168
887	1327	167
888	1328	165
889	1330	164
890	1332	162
891	1333	161
892	1335	159
893	1336	158
894	1337	156
895	1339	155
896	1340	153
897	1342	152
898	1343	150
899	1344	149
900	1346	147
901	1347	146
902	1349	144
903	1350	143
904	1352	141
905	1353	140
906	1354	138
907	1356	137
908	1357	135
909	1359	134
910	1360	132
911	1362	131
912	1363	129
913	1364	128
914	1366	126
915	1368	125
916	1369	123
917	1371	122
918	1372	121
919	1374	119
920	1375	117
921	1377	116
922	1378	115
923	1380	113
924	1381	112
925	1383	110
926	1384	109
927	1386	107
928	1387	106
929	1388	104
930	1390	103
931	1391	101
932	1393	100
933	1394	98
934	1396	97
935	1397	95
936	1398	94
937	1400	92
938	1401	91
939	1403	89
940	1404	88
941	1406	86
942	1407	85
943	1408	83
944	1410	82
945	1412	80
946	1413	79
947	1415	77
948	1416	76
949	1418	74
950	1419	73
951	1421	71
952	1423	70
953	1424	68
954	1426	67
955	1428	65
956	1429	64
957	1430	62
958	1432	61
959	1433	59
960	1435	58
961	1437	56
962	1439	55
963	1440	53
964	1442	52
965	1443	50
966	1444	49
967	1446	47
968	1447	46
969	1449	44
970	1451	43
971	1452	41
972	1453	40
973	1455	38
974	1456	37
975	1458	35
976	1459	34
977	1460	32
978	1462	31
979	1463	29
980	1465	28
981	1466	26
982	1468	25
983	1469	23
984	1471	22
985	1472	20
986	1474	19
987	1475	17
988	1476	16
989	1478	14
990	1479	13
991	1480	11
992	1482	10
993	1484	8
994	1485	7
995	1487	5
996	1489	4
997	1490	2
998	1491	1
999	1493	0
